UF;regional;municipio
MG;SRE GUANHÃES;MATERLÂNDIA
MG;SRE GUANHÃES;PAULISTAS
MG;SRE GUANHÃES;PEÇANHA
MG;SRE GUANHÃES;SABINÓPOLIS
MG;SRE GUANHÃES;SANTA MARIA DO SUAÇUÍ
MG;SRE GUANHÃES;SÃO JOÃO EVANGELISTA
MG;SRE GUANHÃES;SÃO JOSÉ DO JACURI
MG;SRE GUANHÃES;SÃO PEDRO DO SUAÇUÍ
MG;SRE GUANHÃES;SÃO SEBASTIÃO DO MARANHÃO
MG;SRE GUANHÃES;SENHORA DO PORTO
MG;SRE GUANHÃES;VIRGINÓPOLIS
MG;SRE ITAJUBÁ;BRAZÓPOLIS
MG;SRE ITAJUBÁ;CARMO DE MINAS
MG;SRE ITAJUBÁ;CONCEIÇÃO DAS PEDRAS
MG;SRE ITAJUBÁ;CONCEIÇÃO DOS OUROS
MG;SRE ITAJUBÁ;CONSOLAÇÃO
MG;SRE ITAJUBÁ;CRISTINA
MG;SRE ITAJUBÁ;DELFIM MOREIRA
MG;SRE ITAJUBÁ;DOM VIÇOSO
MG;SRE ITAJUBÁ;GONÇALVES
MG;SRE ITAJUBÁ;ITAJUBÁ
MG;SRE ITAJUBÁ;MARIA DA FÉ
MG;SRE ITAJUBÁ;MARMELÓPOLIS
MG;SRE ITAJUBÁ;NATÉRCIA
MG;SRE ITAJUBÁ;PARAISÓPOLIS
MG;SRE ITAJUBÁ;PEDRALVA
MG;SRE ITAJUBÁ;PIRANGUÇU
MG;SRE ITAJUBÁ;PIRANGUINHO
MG;SRE ITAJUBÁ;SÃO JOSÉ DO ALEGRE
MG;SRE ITAJUBÁ;SAPUCAÍ-MIRIM
MG;SRE ITAJUBÁ;VIRGÍNIA
MG;SRE ITAJUBÁ;WENCESLAU BRAZ
MG;SRE ITUIUTABA;CACHOEIRA DOURADA
MG;SRE ITUIUTABA;CANÁPOLIS
MG;SRE ITUIUTABA;CAPINÓPOLIS
MG;SRE ITUIUTABA;CENTRALINA
MG;SRE ITUIUTABA;GURINHATÃ
MG;SRE ITUIUTABA;IPIAÇU
MG;SRE ITUIUTABA;ITUIUTABA
MG;SRE ITUIUTABA;SANTA VITÓRIA
MG;SRE JANAÚBA;CATUTI
MG;SRE JANAÚBA;ESPINOSA
MG;SRE JANAÚBA;GAMELEIRAS
MG;SRE JANAÚBA;JAÍBA
MG;SRE JANAÚBA;JANAÚBA
MG;SRE JANAÚBA;MAMONAS
MG;SRE JANAÚBA;MATO VERDE
MG;SRE JANAÚBA;MONTE AZUL
MG;SRE JANAÚBA;MONTEZUMA
MG;SRE JANAÚBA;NOVA PORTEIRINHA
MG;SRE JANAÚBA;PAI PEDRO
MG;SRE JANAÚBA;PORTEIRINHA
MG;SRE JANAÚBA;RIACHO DOS MACHADOS
MG;SRE JANAÚBA;RIO PARDO DE MINAS
MG;SRE JANAÚBA;SANTO ANTÔNIO DO RETIRO
MG;SRE JANAÚBA;SERRANÓPOLIS DE MINAS
MG;SRE JANAÚBA;VERDELÂNDIA
MG;SRE JANUÁRIA;BONITO DE MINAS
MG;SRE JANUÁRIA;CHAPADA GAÚCHA
MG;SRE JANUÁRIA;CÔNEGO MARINHO
MG;SRE JANUÁRIA;IBIRACATU
MG;SRE JANUÁRIA;ICARAÍ DE MINAS
MG;SRE JANUÁRIA;ITACARAMBI
MG;SRE JANUÁRIA;JANUÁRIA
MG;SRE JANUÁRIA;JUVENÍLIA
MG;SRE JANUÁRIA;MANGA
MG;SRE JANUÁRIA;MATIAS CARDOSO
MG;SRE JANUÁRIA;MIRAVÂNIA
MG;SRE JANUÁRIA;MONTALVÂNIA
MG;SRE JANUÁRIA;PEDRAS DE MARIA DA CRUZ
MG;SRE JANUÁRIA;PINTÓPOLIS
MG;SRE JANUÁRIA;SÃO FRANCISCO
MG;SRE JANUÁRIA;SÃO JOÃO DAS MISSÕES
MG;SRE JANUÁRIA;UBAÍ
MG;SRE JANUÁRIA;URUCUIA
MG;SRE JANUÁRIA;VARZELÂNDIA
MG;SRE JUIZ DE FORA;ARANTINA
MG;SRE JUIZ DE FORA;BELMIRO BRAGA
MG;SRE JUIZ DE FORA;BICAS
MG;SRE JUIZ DE FORA;BOM JARDIM DE MINAS
MG;SRE JUIZ DE FORA;CHÁCARA
MG;SRE JUIZ DE FORA;CHIADOR
MG;SRE JUIZ DE FORA;CORONEL PACHECO
MG;SRE JUIZ DE FORA;DESCOBERTO
MG;SRE JUIZ DE FORA;EWBANK DA CÂMARA
MG;SRE JUIZ DE FORA;GOIANÁ
MG;SRE JUIZ DE FORA;GUARARÁ
MG;SRE JUIZ DE FORA;JUIZ DE FORA
MG;SRE JUIZ DE FORA;LIMA DUARTE
MG;SRE JUIZ DE FORA;MAR DE ESPANHA
MG;SRE JUIZ DE FORA;MARIPÁ DE MINAS
MG;SRE JUIZ DE FORA;MATIAS BARBOSA
MG;SRE JUIZ DE FORA;OLARIA
MG;SRE JUIZ DE FORA;PEDRO TEIXEIRA
MG;SRE JUIZ DE FORA;PEQUERI
MG;SRE JUIZ DE FORA;PIAU
MG;SRE JUIZ DE FORA;RIO NOVO
MG;SRE JUIZ DE FORA;RIO PRETO
MG;SRE JUIZ DE FORA;ROCHEDO DE MINAS
MG;SRE JUIZ DE FORA;SANTA BÁRBARA DO MONTE VERDE
MG;SRE JUIZ DE FORA;SANTA RITA DE JACUTINGA
MG;SRE JUIZ DE FORA;SANTANA DO DESERTO
MG;SRE JUIZ DE FORA;SANTOS DUMONT
MG;SRE JUIZ DE FORA;SÃO JOÃO NEPOMUCENO
MG;SRE JUIZ DE FORA;SENADOR CORTES
MG;SRE JUIZ DE FORA;SIMÃO PEREIRA
MG;SRE LEOPOLDINA;ALÉM PARAÍBA
MG;SRE LEOPOLDINA;ARGIRITA
MG;SRE LEOPOLDINA;CATAGUASES
MG;SRE LEOPOLDINA;ESTRELA DALVA
MG;SRE LEOPOLDINA;ITAMARATI DE MINAS
MG;SRE LEOPOLDINA;LEOPOLDINA
MG;SRE LEOPOLDINA;PIRAPETINGA
MG;SRE LEOPOLDINA;RECREIO
MG;SRE LEOPOLDINA;SANTO ANTÔNIO DO AVENTUREIRO
MG;SRE LEOPOLDINA;VOLTA GRANDE
MG;SRE MANHUAÇU;ALTO JEQUITIBÁ
MG;SRE MANHUAÇU;CAPUTIRA
MG;SRE MANHUAÇU;CHALÉ
MG;SRE MANHUAÇU;CONCEIÇÃO DE IPANEMA
MG;SRE MANHUAÇU;DURANDÉ
MG;SRE MANHUAÇU;LAJINHA
MG;SRE MANHUAÇU;LUISBURGO
MG;SRE MANHUAÇU;MANHUAÇU
MG;SRE MANHUAÇU;MANHUMIRIM
MG;SRE MANHUAÇU;MARTINS SOARES
MG;SRE MANHUAÇU;MATIPÓ
MG;SRE MANHUAÇU;MUTUM
MG;SRE MANHUAÇU;REDUTO
MG;SRE MANHUAÇU;SANTA MARGARIDA
MG;SRE MANHUAÇU;SANTANA DO MANHUAÇU
MG;SRE MANHUAÇU;SÃO JOÃO DO MANHUAÇU
MG;SRE MANHUAÇU;SÃO JOSÉ DO MANTIMENTO
MG;SRE MANHUAÇU;SIMONÉSIA
MG;SRE METROPOLITANA A;BARÃO DE COCAIS
MG;Belo Horizonte;BELO HORIZONTE
MG;SRE METROPOLITANA A;BELO VALE
MG;SRE METROPOLITANA A;BOM JESUS DO AMPARO
MG;SRE METROPOLITANA A;BONFIM
MG;SRE METROPOLITANA A;BRUMADINHO
MG;SRE METROPOLITANA A;CAETÉ
MG;SRE METROPOLITANA A;CATAS ALTAS
MG;SRE METROPOLITANA A;CRUCILÂNDIA
MG;SRE METROPOLITANA A;MOEDA
MG;SRE METROPOLITANA A;NOVA LIMA
MG;SRE METROPOLITANA A;NOVA UNIÃO
MG;SRE METROPOLITANA A;PIEDADE DOS GERAIS
MG;SRE METROPOLITANA A;RAPOSOS
MG;SRE METROPOLITANA A;RIO ACIMA
MG;SRE METROPOLITANA A;RIO MANSO
MG;SRE METROPOLITANA A;SABARÁ
MG;SRE METROPOLITANA A;SANTA BÁRBARA
MG;SRE METROPOLITANA B;BETIM
MG;SRE METROPOLITANA B;CONTAGEM
MG;SRE METROPOLITANA B;ESMERALDAS
MG;SRE METROPOLITANA B;IBIRITÉ
MG;SRE METROPOLITANA B;IGARAPÉ
MG;SRE METROPOLITANA B;JUATUBA
MG;SRE METROPOLITANA B;MÁRIO CAMPOS
MG;SRE METROPOLITANA B;MATEUS LEME
MG;SRE METROPOLITANA B;SÃO JOAQUIM DE BICAS
MG;SRE METROPOLITANA B;SARZEDO
MG;SRE METROPOLITANA C;CONFINS
MG;SRE METROPOLITANA C;JABOTICATUBAS
MG;SRE METROPOLITANA C;LAGOA SANTA
MG;SRE METROPOLITANA C;MORRO DO PILAR
MG;SRE METROPOLITANA C;PEDRO LEOPOLDO
MG;SRE METROPOLITANA C;RIBEIRÃO DAS NEVES
MG;SRE METROPOLITANA C;SANTA LUZIA
MG;SRE METROPOLITANA C;SANTANA DO RIACHO
MG;SRE METROPOLITANA C;SÃO JOSÉ DA LAPA
MG;SRE METROPOLITANA C;TAQUARAÇU DE MINAS
MG;SRE METROPOLITANA C;VESPASIANO
MG;SRE MONTE CARMELO;ABADIA DOS DOURADOS
MG;SRE MONTE CARMELO;CASCALHO RICO
MG;SRE MONTE CARMELO;COROMANDEL
MG;SRE MONTE CARMELO;DOURADOQUARA
MG;SRE MONTE CARMELO;ESTRELA DO SUL
MG;SRE MONTE CARMELO;GRUPIARA
MG;SRE MONTE CARMELO;MONTE CARMELO
MG;SRE MONTE CARMELO;ROMARIA
MG;SRE MONTES CLAROS;BOCAIÚVA
MG;SRE MONTES CLAROS;BOTUMIRIM
MG;SRE MONTES CLAROS;BRASÍLIA DE MINAS
MG;SRE MONTES CLAROS;CAMPO AZUL
MG;SRE MONTES CLAROS;CAPITÃO ENÉAS
MG;SRE MONTES CLAROS;CLARO DOS POÇÕES
MG;SRE MONTES CLAROS;CORAÇÃO DE JESUS
MG;SRE MONTES CLAROS;CRISTÁLIA
MG;SRE MONTES CLAROS;ENGENHEIRO NAVARRO
MG;SRE MONTES CLAROS;FRANCISCO DUMONT
MG;SRE MONTES CLAROS;FRANCISCO SÁ
MG;SRE MONTES CLAROS;GLAUCILÂNDIA
MG;SRE MONTES CLAROS;GRÃO MOGOL
MG;SRE MONTES CLAROS;GUARACIAMA
MG;SRE MONTES CLAROS;ITACAMBIRA
MG;SRE MONTES CLAROS;JAPONVAR
MG;SRE MONTES CLAROS;JOSENÓPOLIS
MG;SRE MONTES CLAROS;JURAMENTO
MG;SRE MONTES CLAROS;LONTRA
MG;SRE MONTES CLAROS;LUISLÂNDIA
MG;SRE MONTES CLAROS;MIRABELA
MG;SRE MONTES CLAROS;MONTES CLAROS
MG;SRE MONTES CLAROS;OLHOS-D'ÁGUA
MG;SRE MONTES CLAROS;PADRE CARVALHO
MG;SRE MONTES CLAROS;PATIS
MG;SRE MONTES CLAROS;SÃO JOÃO DA LAGOA
MG;SRE MONTES CLAROS;SÃO JOÃO DA PONTE
MG;SRE MONTES CLAROS;SÃO JOÃO DO PACUÍ
MG;SRE MONTES CLAROS;SÃO JOÃO DO PARAÍSO
MG;SRE MONTES CLAROS;VARGEM GRANDE DO RIO PARDO
MG;SRE MURIAÉ;ANTÔNIO PRADO DE MINAS
MG;SRE MURIAÉ;BARÃO DE MONTE ALTO
MG;SRE MURIAÉ;EUGENÓPOLIS
MG;SRE MURIAÉ;LARANJAL
MG;SRE MURIAÉ;MIRADOURO
MG;SRE MURIAÉ;MIRAÍ
MG;SRE MURIAÉ;MURIAÉ
MG;SRE MURIAÉ;PALMA
MG;SRE MURIAÉ;PATROCÍNIO DO MURIAÉ
MG;SRE MURIAÉ;ROSÁRIO DA LIMEIRA
MG;SRE MURIAÉ;SANTANA DE CATAGUASES
MG;SRE MURIAÉ;SÃO FRANCISCO DO GLÓRIA
MG;SRE MURIAÉ;SÃO SEBASTIÃO DA VARGEM ALEGRE
MG;SRE MURIAÉ;VIEIRAS
MG;SRE NOVA ERA;BELA VISTA DE MINAS
MG;SRE NOVA ERA;DIONÍSIO
MG;SRE NOVA ERA;FERROS
MG;SRE NOVA ERA;ITABIRA
MG;SRE NOVA ERA;ITAMBÉ DO MATO DENTRO
MG;SRE NOVA ERA;JOÃO MONLEVADE
MG;SRE NOVA ERA;NOVA ERA
MG;SRE NOVA ERA;PASSABÉM
MG;SRE NOVA ERA;RIO PIRACICABA
MG;SRE NOVA ERA;SANTA MARIA DE ITABIRA
MG;SRE NOVA ERA;SANTO ANTÔNIO DO RIO ABAIXO
MG;SRE NOVA ERA;SÃO DOMINGOS DO PRATA
MG;SRE NOVA ERA;SÃO GONÇALO DO RIO ABAIXO
MG;SRE NOVA ERA;SÃO JOSÉ DO GOIABAL
MG;SRE NOVA ERA;SÃO SEBASTIÃO DO RIO PRETO
MG;SRE OURO PRETO;ACAIACA
MG;SRE OURO PRETO;DIOGO DE VASCONCELOS
MG;SRE OURO PRETO;ITABIRITO
MG;SRE OURO PRETO;MARIANA
MG;SRE OURO PRETO;OURO PRETO
MG;SRE PARÁ DE MINAS;ABAETÉ
MG;SRE PARÁ DE MINAS;BIQUINHAS
MG;SRE PARÁ DE MINAS;BOM DESPACHO
MG;SRE PARÁ DE MINAS;CEDRO DO ABAETÉ
MG;SRE PARÁ DE MINAS;CONCEIÇÃO DO PARÁ
MG;SRE PARÁ DE MINAS;DORES DO INDAIÁ
MG;SRE PARÁ DE MINAS;ESTRELA DO INDAIÁ
MG;SRE PARÁ DE MINAS;FLORESTAL
MG;SRE PARÁ DE MINAS;IGARATINGA
MG;SRE PARÁ DE MINAS;LEANDRO FERREIRA
MG;SRE PARÁ DE MINAS;MARTINHO CAMPOS
MG;SRE PARÁ DE MINAS;MORADA NOVA DE MINAS
MG;SRE PARÁ DE MINAS;ONÇA DE PITANGUI
MG;SRE PARÁ DE MINAS;PAINEIRAS
MG;SRE PARÁ DE MINAS;PARÁ DE MINAS
MG;SRE PARÁ DE MINAS;PEQUI
MG;SRE PARÁ DE MINAS;PITANGUI
MG;SRE PARÁ DE MINAS;QUARTEL GERAL
MG;SRE PARÁ DE MINAS;SÃO JOSÉ DA VARGINHA
MG;SRE PARACATU;BRASILÂNDIA DE MINAS
MG;SRE PARACATU;GUARDA-MOR
MG;SRE PARACATU;JOÃO PINHEIRO
MG;SRE PARACATU;PARACATU
MG;SRE PARACATU;VAZANTE
MG;SRE PASSOS;ALPINÓPOLIS
MG;SRE PASSOS;BOM JESUS DA PENHA
MG;SRE PASSOS;CAPITÓLIO
MG;SRE PASSOS;CARMO DO RIO CLARO
MG;SRE PASSOS;CÓRREGO FUNDO
MG;SRE PASSOS;DELFINÓPOLIS
MG;SRE PASSOS;DORESÓPOLIS
MG;SRE PASSOS;FORMIGA
MG;SRE PASSOS;FORTALEZA DE MINAS
MG;SRE PASSOS;PASSOS
MG;SRE PASSOS;PIMENTA
MG;SRE PASSOS;PIUMHI
MG;SRE PASSOS;SÃO JOÃO BATISTA DO GLÓRIA
MG;SRE PASSOS;SÃO JOSÉ DA BARRA
MG;SRE PASSOS;SÃO ROQUE DE MINAS
MG;SRE PASSOS;VARGEM BONITA
MG;SRE PATOS DE MINAS;ARAPUÁ
MG;SRE PATOS DE MINAS;CARMO DO PARANAÍBA
MG;SRE PATOS DE MINAS;LAGAMAR
MG;SRE PATOS DE MINAS;LAGOA FORMOSA
MG;SRE PATOS DE MINAS;LAGOA GRANDE
MG;SRE PATOS DE MINAS;MATUTINA
MG;SRE PATOS DE MINAS;PATOS DE MINAS
MG;SRE PATOS DE MINAS;PRESIDENTE OLEGÁRIO
MG;SRE PATOS DE MINAS;RIO PARANAÍBA
MG;SRE PATOS DE MINAS;SANTA ROSA DA SERRA
MG;SRE PATOS DE MINAS;SÃO GONÇALO DO ABAETÉ
MG;SRE PATOS DE MINAS;SÃO GOTARDO
MG;SRE PATOS DE MINAS;TIROS
MG;SRE PATOS DE MINAS;VARJÃO DE MINAS
MG;SRE PATROCÍNIO;CRUZEIRO DA FORTALEZA
MG;SRE PATROCÍNIO;GUIMARÂNIA
MG;SRE PATROCÍNIO;IBIÁ
MG;SRE PATROCÍNIO;IRAÍ DE MINAS
MG;SRE PATROCÍNIO;PATROCÍNIO
MG;SRE PATROCÍNIO;PERDIZES
MG;SRE PATROCÍNIO;SERRA DO SALITRE
MG;SRE PIRAPORA;BURITIZEIRO
MG;SRE PIRAPORA;IBIAÍ
MG;SRE PIRAPORA;JEQUITAÍ
MG;SRE PIRAPORA;LAGOA DOS PATOS
MG;SRE PIRAPORA;PIRAPORA
MG;SRE PIRAPORA;PONTO CHIQUE
MG;SRE PIRAPORA;SANTA FÉ DE MINAS
MG;SRE PIRAPORA;SÃO ROMÃO
MG;SRE PIRAPORA;VÁRZEA DA PALMA
MG;SRE POÇOS DE CALDAS;ALTEROSA
MG;SRE POÇOS DE CALDAS;ANDRADAS
MG;SRE POÇOS DE CALDAS;AREADO
MG;SRE POÇOS DE CALDAS;BANDEIRA DO SUL
MG;SRE POÇOS DE CALDAS;BOTELHOS
MG;SRE POÇOS DE CALDAS;CABO VERDE
MG;SRE POÇOS DE CALDAS;CALDAS
MG;SRE POÇOS DE CALDAS;CAMPESTRE
MG;SRE POÇOS DE CALDAS;CONCEIÇÃO DA APARECIDA
MG;SRE POÇOS DE CALDAS;DIVISA NOVA
MG;SRE POÇOS DE CALDAS;IBITIÚRA DE MINAS
MG;SRE POÇOS DE CALDAS;MONTE BELO
MG;SRE POÇOS DE CALDAS;MUZAMBINHO
MG;SRE POÇOS DE CALDAS;NOVA RESENDE
MG;SRE POÇOS DE CALDAS;POÇOS DE CALDAS
MG;SRE POÇOS DE CALDAS;SANTA RITA DE CALDAS
MG;SRE POÇOS DE CALDAS;SERRANIA
MG;SRE PONTE NOVA;ABRE CAMPO
MG;SRE PONTE NOVA;ALVINÓPOLIS
MG;SRE PONTE NOVA;AMPARO DO SERRA
MG;SRE PONTE NOVA;ARAPONGA
MG;SRE PONTE NOVA;BARRA LONGA
MG;SRE PONTE NOVA;CAJURI
MG;SRE PONTE NOVA;CANAÃ
MG;SRE PONTE NOVA;DOM SILVÉRIO
MG;SRE PONTE NOVA;GUARACIABA
MG;SRE PONTE NOVA;JEQUERI
MG;SRE PONTE NOVA;ORATÓRIOS
MG;SRE PONTE NOVA;PEDRA BONITA
MG;SRE PONTE NOVA;PEDRA DO ANTA
MG;SRE PONTE NOVA;PIEDADE DE PONTE NOVA
MG;SRE PONTE NOVA;PONTE NOVA
MG;SRE PONTE NOVA;PORTO FIRME
MG;SRE PONTE NOVA;RAUL SOARES
MG;SRE PONTE NOVA;RIO CASCA
MG;SRE PONTE NOVA;RIO DOCE
MG;SRE PONTE NOVA;SANTA CRUZ DO ESCALVADO
MG;SRE PONTE NOVA;SANTO ANTÔNIO DO GRAMA
MG;SRE PONTE NOVA;SÃO MIGUEL DO ANTA
MG;SRE PONTE NOVA;SÃO PEDRO DOS FERROS
MG;SRE PONTE NOVA;SEM-PEIXE
MG;SRE PONTE NOVA;SERICITA
MG;SRE PONTE NOVA;TEIXEIRAS
MG;SRE PONTE NOVA;URUCÂNIA
MG;SRE PONTE NOVA;VERMELHO NOVO
MG;SRE PONTE NOVA;VIÇOSA
MG;SRE POUSO ALEGRE;ALBERTINA
MG;SRE POUSO ALEGRE;BOM REPOUSO
MG;SRE POUSO ALEGRE;BORDA DA MATA
MG;SRE POUSO ALEGRE;BUENO BRANDÃO
MG;SRE POUSO ALEGRE;CACHOEIRA DE MINAS
MG;SRE POUSO ALEGRE;CAMANDUCAIA
MG;SRE POUSO ALEGRE;CAMBUÍ
MG;SRE POUSO ALEGRE;CAREAÇU
MG;SRE POUSO ALEGRE;CONGONHAL
MG;SRE POUSO ALEGRE;CÓRREGO DO BOM JESUS
MG;SRE POUSO ALEGRE;ESPÍRITO SANTO DO DOURADO
MG;SRE POUSO ALEGRE;ESTIVA
MG;SRE POUSO ALEGRE;EXTREMA
MG;SRE POUSO ALEGRE;HELIODORA
MG;SRE POUSO ALEGRE;INCONFIDENTES
MG;SRE POUSO ALEGRE;IPUIÚNA
MG;SRE POUSO ALEGRE;ITAPEVA
MG;SRE POUSO ALEGRE;JACUTINGA
MG;SRE POUSO ALEGRE;MONTE SIÃO
MG;SRE POUSO ALEGRE;MUNHOZ
MG;SRE POUSO ALEGRE;OURO FINO
MG;SRE POUSO ALEGRE;POUSO ALEGRE
MG;SRE POUSO ALEGRE;SANTA RITA DO SAPUCAÍ
MG;SRE POUSO ALEGRE;SÃO JOÃO DA MATA
MG;SRE POUSO ALEGRE;SÃO SEBASTIÃO DA BELA VISTA
MG;SRE POUSO ALEGRE;SENADOR AMARAL
MG;SRE POUSO ALEGRE;SENADOR JOSÉ BENTO
MG;SRE POUSO ALEGRE;SILVIANÓPOLIS
MG;SRE POUSO ALEGRE;TOCOS DO MOJI
MG;SRE POUSO ALEGRE;TOLEDO
MG;SRE SÃO JOÃO DEL REI;BOM SUCESSO
MG;SRE SÃO JOÃO DEL REI;CARRANCAS
MG;SRE SÃO JOÃO DEL REI;CONCEIÇÃO DA BARRA DE MINAS
MG;SRE SÃO JOÃO DEL REI;CORONEL XAVIER CHAVES
MG;SRE SÃO JOÃO DEL REI;DORES DE CAMPOS
MG;SRE SÃO JOÃO DEL REI;IBITURUNA
MG;SRE SÃO JOÃO DEL REI;IJACI
MG;SRE SÃO JOÃO DEL REI;INGAÍ
MG;SRE SÃO JOÃO DEL REI;ITUMIRIM
MG;SRE SÃO JOÃO DEL REI;ITUTINGA
MG;SRE SÃO JOÃO DEL REI;LAGOA DOURADA
MG;SRE SÃO JOÃO DEL REI;NAZARENO
MG;SRE SÃO JOÃO DEL REI;PRADOS
MG;SRE SÃO JOÃO DEL REI;RESENDE COSTA
MG;SRE SÃO JOÃO DEL REI;RITÁPOLIS
MG;SRE SÃO JOÃO DEL REI;SANTA CRUZ DE MINAS
MG;SRE SÃO JOÃO DEL REI;SÃO JOÃO DEL REI
MG;SRE SÃO JOÃO DEL REI;SÃO TIAGO
MG;SRE SÃO JOÃO DEL REI;TIRADENTES
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;ARCEBURGO
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;CAPETINGA
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;CÁSSIA
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;CLARAVAL
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;GUARANÉSIA
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;GUAXUPÉ
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;IBIRACI
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;ITAMOGI
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;ITAÚ DE MINAS
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;JACUÍ
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;JURUAIA
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;MONTE SANTO DE MINAS
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;PRATÁPOLIS
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;SÃO PEDRO DA UNIÃO
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;SÃO SEBASTIÃO DO PARAÍSO
MG;SRE SÃO SEBASTIÃO DO PARAÍSO;SÃO TOMÁS DE AQUINO
MG;SRE SETE LAGOAS;ARAÇAÍ
MG;SRE SETE LAGOAS;BALDIM
MG;SRE SETE LAGOAS;CACHOEIRA DA PRATA
MG;SRE SETE LAGOAS;CAETANÓPOLIS
MG;SRE SETE LAGOAS;CAPIM BRANCO
MG;SRE SETE LAGOAS;CORDISBURGO
MG;SRE SETE LAGOAS;FORTUNA DE MINAS
MG;SRE SETE LAGOAS;FUNILÂNDIA
MG;SRE SETE LAGOAS;INHAÚMA
MG;SRE SETE LAGOAS;JEQUITIBÁ
MG;SRE SETE LAGOAS;MARAVILHAS
MG;SRE SETE LAGOAS;MATOZINHOS
MG;SRE SETE LAGOAS;PAPAGAIOS
MG;SRE SETE LAGOAS;PARAOPEBA
MG;SRE SETE LAGOAS;POMPÉU
MG;SRE SETE LAGOAS;PRUDENTE DE MORAIS
MG;SRE SETE LAGOAS;SANTANA DE PIRAPAMA
MG;SRE SETE LAGOAS;SETE LAGOAS
MG;SRE TEÓFILO OTONI;ÁGUAS FORMOSAS
MG;SRE TEÓFILO OTONI;ATALÉIA
MG;SRE TEÓFILO OTONI;BERTÓPOLIS
MG;SRE TEÓFILO OTONI;CAMPANÁRIO
MG;SRE TEÓFILO OTONI;CARAÍ
MG;SRE TEÓFILO OTONI;CARLOS CHAGAS
MG;SRE TEÓFILO OTONI;CATUJI
MG;SRE TEÓFILO OTONI;CRISÓLITA
MG;SRE TEÓFILO OTONI;FRANCISCÓPOLIS
MG;SRE TEÓFILO OTONI;FREI GASPAR
MG;SRE TEÓFILO OTONI;FRONTEIRA DOS VALES
MG;SRE TEÓFILO OTONI;ITAIPÉ
MG;SRE TEÓFILO OTONI;ITAMBACURI
MG;SRE TEÓFILO OTONI;JAMPRUCA
MG;SRE TEÓFILO OTONI;LADAINHA
MG;SRE TEÓFILO OTONI;MACHACALIS
MG;SRE TEÓFILO OTONI;MALACACHETA
MG;SRE TEÓFILO OTONI;NANUQUE
MG;SRE TEÓFILO OTONI;NOVO CRUZEIRO
MG;SRE TEÓFILO OTONI;NOVO ORIENTE DE MINAS
MG;SRE TEÓFILO OTONI;OURO VERDE DE MINAS
MG;SRE TEÓFILO OTONI;PADRE PARAÍSO
MG;SRE TEÓFILO OTONI;PAVÃO
MG;SRE TEÓFILO OTONI;PESCADOR
MG;SRE TEÓFILO OTONI;PONTO DOS VOLANTES
MG;SRE TEÓFILO OTONI;POTÉ
MG;SRE TEÓFILO OTONI;SANTA HELENA DE MINAS
MG;SRE TEÓFILO OTONI;SERRA DOS AIMORÉS
MG;SRE TEÓFILO OTONI;SETUBINHA
MG;SRE TEÓFILO OTONI;TEÓFILO OTONI
MG;SRE TEÓFILO OTONI;UMBURATIBA
MG;SRE UBÁ;ASTOLFO DUTRA
MG;SRE UBÁ;BRÁS PIRES
MG;SRE UBÁ;COIMBRA
MG;SRE UBÁ;DIVINÉSIA
MG;SRE UBÁ;DONA EUSÉBIA
MG;SRE UBÁ;DORES DO TURVO
MG;SRE UBÁ;ERVÁLIA
MG;SRE UBÁ;GUARANI
MG;SRE UBÁ;GUIDOVAL
MG;SRE UBÁ;GUIRICEMA
MG;SRE UBÁ;PAULA CÂNDIDO
MG;SRE UBÁ;PIRAÚBA
MG;SRE UBÁ;PRESIDENTE BERNARDES
MG;SRE UBÁ;RIO POMBA
MG;SRE UBÁ;RODEIRO
MG;SRE UBÁ;SÃO GERALDO
MG;SRE UBÁ;SENADOR FIRMINO
MG;SRE UBÁ;SILVEIRÂNIA
MG;SRE UBÁ;TABULEIRO
MG;SRE UBÁ;TOCANTINS
MG;SRE UBÁ;UBÁ
MG;SRE UBÁ;VISCONDE DO RIO BRANCO
MG;SRE UBERABA;ÁGUA COMPRIDA
MG;SRE UBERABA;ARAXÁ
MG;SRE UBERABA;CAMPO FLORIDO
MG;SRE UBERABA;CAMPOS ALTOS
MG;SRE UBERABA;CARNEIRINHO
MG;SRE UBERABA;COMENDADOR GOMES
MG;SRE UBERABA;CONCEIÇÃO DAS ALAGOAS
MG;SRE UBERABA;CONQUISTA
MG;SRE UBERABA;DELTA
MG;SRE UBERABA;FRONTEIRA
MG;SRE UBERABA;FRUTAL
MG;SRE UBERABA;ITAPAGIPE
MG;SRE UBERABA;ITURAMA
MG;SRE UBERABA;LIMEIRA DO OESTE
